0.7	2434.28
0.8	4364.812
0.9	4728.559
1.	4825.798
1.1	4728.797
1.2	4507.625
1.3	4269.851
1.4	3720.657
1.5	3104.309
1.6	2308.975
1.7	1541.831
1.8	1474.707
1.9	893.716
2.	497.613
volume = 15000
