0.4	0.992
0.5	1.024
0.6	1.053
0.7	1.083
0.8	1.125
0.9	1.104
1.0	1.126
1.1	1.208
1.2	1.243
1.3	1.282
1.4	1.292
1.5	1.363
1.6	1.497
1.7	1.486
1.8	1.491
1.9	1.573
2.0	1.568
